id,axis,level_id,spelling,translation,example,example_translation
toeic-500-attend,toeic,toeic-500,attend,出席する,"The team reviewed ""attend"" before making a decision.",チームは決定前に「出席する」を確認しました。
toeic-500-confirm,toeic,toeic-500,confirm,確認する,"The manager used ""confirm"" in the monthly report.",マネージャーは月次報告で「確認する」を使いました。
toeic-500-depart,toeic,toeic-500,depart,出発する,"Employees should understand ""depart"" in business documents.",従業員は業務文書で「出発する」を理解する必要があります。
toeic-500-invoice,toeic,toeic-500,invoice,請求書,"The notice mentioned ""invoice"" for all staff members.",その通知は全スタッフ向けに「請求書」に触れていました。
toeic-500-receipt,toeic,toeic-500,receipt,領収書,"The client asked about ""receipt"" after the meeting.",顧客は会議後に「領収書」について尋ねました。
toeic-500-deadline,toeic,toeic-500,deadline,締め切り,"The team reviewed ""deadline"" before making a decision.",チームは決定前に「締め切り」を確認しました。
toeic-500-survey,toeic,toeic-500,survey,調査,"The manager used ""survey"" in the monthly report.",マネージャーは月次報告で「調査」を使いました。
toeic-500-deliver,toeic,toeic-500,deliver,配達する,"Employees should understand ""deliver"" in business documents.",従業員は業務文書で「配達する」を理解する必要があります。
toeic-500-repair,toeic,toeic-500,repair,修理する,"The notice mentioned ""repair"" for all staff members.",その通知は全スタッフ向けに「修理する」に触れていました。
toeic-500-expense,toeic,toeic-500,expense,費用,"The client asked about ""expense"" after the meeting.",顧客は会議後に「費用」について尋ねました。
toeic-500-available,toeic,toeic-500,available,利用できる,"The team reviewed ""available"" before making a decision.",チームは決定前に「利用できる」を確認しました。
toeic-500-request,toeic,toeic-500,request,依頼する,"The manager used ""request"" in the monthly report.",マネージャーは月次報告で「依頼する」を使いました。
toeic-500-appointment,toeic,toeic-500,appointment,予約,"Employees should understand ""appointment"" in business documents.",従業員は業務文書で「予約」を理解する必要があります。
toeic-500-schedule,toeic,toeic-500,schedule,予定,"The notice mentioned ""schedule"" for all staff members.",その通知は全スタッフ向けに「予定」に触れていました。
toeic-500-customer,toeic,toeic-500,customer,顧客,"The client asked about ""customer"" after the meeting.",顧客は会議後に「顧客」について尋ねました。
toeic-500-client,toeic,toeic-500,client,取引先,"The team reviewed ""client"" before making a decision.",チームは決定前に「取引先」を確認しました。
toeic-500-order,toeic,toeic-500,order,注文,"The manager used ""order"" in the monthly report.",マネージャーは月次報告で「注文」を使いました。
toeic-500-purchase,toeic,toeic-500,purchase,購入する,"Employees should understand ""purchase"" in business documents.",従業員は業務文書で「購入する」を理解する必要があります。
toeic-500-refund,toeic,toeic-500,refund,返金,"The notice mentioned ""refund"" for all staff members.",その通知は全スタッフ向けに「返金」に触れていました。
toeic-500-exchange,toeic,toeic-500,exchange,交換,"The client asked about ""exchange"" after the meeting.",顧客は会議後に「交換」について尋ねました。
toeic-500-payment,toeic,toeic-500,payment,支払い,"The team reviewed ""payment"" before making a decision.",チームは決定前に「支払い」を確認しました。
toeic-500-budget,toeic,toeic-500,budget,予算,"The manager used ""budget"" in the monthly report.",マネージャーは月次報告で「予算」を使いました。
toeic-500-report,toeic,toeic-500,report,報告書,"Employees should understand ""report"" in business documents.",従業員は業務文書で「報告書」を理解する必要があります。
toeic-500-file,toeic,toeic-500,file,ファイル,"The notice mentioned ""file"" for all staff members.",その通知は全スタッフ向けに「ファイル」に触れていました。
toeic-500-document,toeic,toeic-500,document,書類,"The client asked about ""document"" after the meeting.",顧客は会議後に「書類」について尋ねました。
toeic-500-copy,toeic,toeic-500,copy,写し,"The team reviewed ""copy"" before making a decision.",チームは決定前に「写し」を確認しました。
toeic-500-print,toeic,toeic-500,print,印刷する,"The manager used ""print"" in the monthly report.",マネージャーは月次報告で「印刷する」を使いました。
toeic-500-submit,toeic,toeic-500,submit,提出する,"Employees should understand ""submit"" in business documents.",従業員は業務文書で「提出する」を理解する必要があります。
toeic-500-update,toeic,toeic-500,update,更新する,"The notice mentioned ""update"" for all staff members.",その通知は全スタッフ向けに「更新する」に触れていました。
toeic-500-arrange,toeic,toeic-500,arrange,手配する,"The client asked about ""arrange"" after the meeting.",顧客は会議後に「手配する」について尋ねました。
