id,axis,level_id,spelling,translation,example,example_translation
eiken-2-acquire,eiken,eiken-2,acquire,習得する,"Students learned ""acquire"" while reading the article.",生徒たちは記事を読みながら「習得する」を学びました。
eiken-2-alternative,eiken,eiken-2,alternative,代替案,"The speaker used ""alternative"" to explain the idea.",話し手は考えを説明するために「代替案」を使いました。
eiken-2-analyze,eiken,eiken-2,analyze,分析する,"This passage includes ""analyze"" as an important word.",この文章には重要語として「分析する」が含まれています。
eiken-2-contribute,eiken,eiken-2,contribute,貢献する,"The class discussed ""contribute"" during the lesson.",その授業では「貢献する」について話し合いました。
eiken-2-estimate,eiken,eiken-2,estimate,見積もる,"Learners should understand ""estimate"" in context.",学習者は文脈の中で「見積もる」を理解する必要があります。
eiken-2-impact,eiken,eiken-2,impact,影響,"Students learned ""impact"" while reading the article.",生徒たちは記事を読みながら「影響」を学びました。
eiken-2-maintain,eiken,eiken-2,maintain,維持する,"The speaker used ""maintain"" to explain the idea.",話し手は考えを説明するために「維持する」を使いました。
eiken-2-perspective,eiken,eiken-2,perspective,視点,"This passage includes ""perspective"" as an important word.",この文章には重要語として「視点」が含まれています。
eiken-2-resource,eiken,eiken-2,resource,資源,"The class discussed ""resource"" during the lesson.",その授業では「資源」について話し合いました。
eiken-2-significant,eiken,eiken-2,significant,重要な,"Learners should understand ""significant"" in context.",学習者は文脈の中で「重要な」を理解する必要があります。
eiken-2-access,eiken,eiken-2,access,利用機会,"Students learned ""access"" while reading the article.",生徒たちは記事を読みながら「利用機会」を学びました。
eiken-2-agriculture,eiken,eiken-2,agriculture,農業,"The speaker used ""agriculture"" to explain the idea.",話し手は考えを説明するために「農業」を使いました。
eiken-2-aspect,eiken,eiken-2,aspect,側面,"This passage includes ""aspect"" as an important word.",この文章には重要語として「側面」が含まれています。
eiken-2-assumption,eiken,eiken-2,assumption,仮定,"The class discussed ""assumption"" during the lesson.",その授業では「仮定」について話し合いました。
eiken-2-climate,eiken,eiken-2,climate,気候,"Learners should understand ""climate"" in context.",学習者は文脈の中で「気候」を理解する必要があります。
eiken-2-consequence,eiken,eiken-2,consequence,結果,"Students learned ""consequence"" while reading the article.",生徒たちは記事を読みながら「結果」を学びました。
eiken-2-economy,eiken,eiken-2,economy,経済,"The speaker used ""economy"" to explain the idea.",話し手は考えを説明するために「経済」を使いました。
eiken-2-employment,eiken,eiken-2,employment,雇用,"This passage includes ""employment"" as an important word.",この文章には重要語として「雇用」が含まれています。
eiken-2-evidence,eiken,eiken-2,evidence,証拠,"The class discussed ""evidence"" during the lesson.",その授業では「証拠」について話し合いました。
eiken-2-habitat,eiken,eiken-2,habitat,生息地,"Learners should understand ""habitat"" in context.",学習者は文脈の中で「生息地」を理解する必要があります。
eiken-2-income,eiken,eiken-2,income,収入,"Students learned ""income"" while reading the article.",生徒たちは記事を読みながら「収入」を学びました。
eiken-2-industry,eiken,eiken-2,industry,産業,"The speaker used ""industry"" to explain the idea.",話し手は考えを説明するために「産業」を使いました。
eiken-2-issue,eiken,eiken-2,issue,問題,"This passage includes ""issue"" as an important word.",この文章には重要語として「問題」が含まれています。
eiken-2-majority,eiken,eiken-2,majority,大多数,"The class discussed ""majority"" during the lesson.",その授業では「大多数」について話し合いました。
eiken-2-method,eiken,eiken-2,method,方法,"Learners should understand ""method"" in context.",学習者は文脈の中で「方法」を理解する必要があります。
eiken-2-minority,eiken,eiken-2,minority,少数派,"Students learned ""minority"" while reading the article.",生徒たちは記事を読みながら「少数派」を学びました。
