id,axis,level_id,spelling,translation,example,example_translation
toeic-500-attend,toeic,toeic-500,attend,出席する,The team will attend the details this week.,チームは今週、詳細を出席する予定です。
toeic-500-confirm,toeic,toeic-500,confirm,確認する,The team will confirm the details this week.,チームは今週、詳細を確認する予定です。
toeic-500-depart,toeic,toeic-500,depart,出発する,Employees need to depart when the situation changes.,状況が変わったとき、従業員は出発する必要があります。
toeic-500-invoice,toeic,toeic-500,invoice,請求書,The manager reviewed the invoice before the meeting.,マネージャーは会議の前に請求書を確認しました。
toeic-500-receipt,toeic,toeic-500,receipt,領収書,The manager reviewed the receipt before the meeting.,マネージャーは会議の前に領収書を確認しました。
toeic-500-deadline,toeic,toeic-500,deadline,締め切り,The manager reviewed the deadline before the meeting.,マネージャーは会議の前に締め切りを確認しました。
toeic-500-survey,toeic,toeic-500,survey,調査,The manager reviewed the survey before the meeting.,マネージャーは会議の前に調査を確認しました。
toeic-500-deliver,toeic,toeic-500,deliver,配達する,The team will deliver the details this week.,チームは今週、詳細を配達する予定です。
toeic-500-repair,toeic,toeic-500,repair,修理する,The team will repair the details this week.,チームは今週、詳細を修理する予定です。
toeic-500-expense,toeic,toeic-500,expense,費用,The manager reviewed the expense before the meeting.,マネージャーは会議の前に費用を確認しました。
toeic-500-available,toeic,toeic-500,available,利用できる,The new process is available for daily work.,新しい手順は日々の業務に利用できるです。
toeic-500-request,toeic,toeic-500,request,依頼する,The team will request the details this week.,チームは今週、詳細を依頼する予定です。
toeic-500-appointment,toeic,toeic-500,appointment,予約,The manager reviewed the appointment before the meeting.,マネージャーは会議の前に予約を確認しました。
toeic-500-schedule,toeic,toeic-500,schedule,予定,The manager reviewed the schedule before the meeting.,マネージャーは会議の前に予定を確認しました。
toeic-500-customer,toeic,toeic-500,customer,顧客,The manager reviewed the customer before the meeting.,マネージャーは会議の前に顧客を確認しました。
toeic-500-client,toeic,toeic-500,client,取引先,The manager reviewed the client before the meeting.,マネージャーは会議の前に取引先を確認しました。
toeic-500-order,toeic,toeic-500,order,注文,The manager reviewed the order before the meeting.,マネージャーは会議の前に注文を確認しました。
toeic-500-purchase,toeic,toeic-500,purchase,購入する,The team will purchase the details this week.,チームは今週、詳細を購入する予定です。
toeic-500-refund,toeic,toeic-500,refund,返金,The manager reviewed the refund before the meeting.,マネージャーは会議の前に返金を確認しました。
toeic-500-exchange,toeic,toeic-500,exchange,交換,The manager reviewed the exchange before the meeting.,マネージャーは会議の前に交換を確認しました。
toeic-500-payment,toeic,toeic-500,payment,支払い,The manager reviewed the payment before the meeting.,マネージャーは会議の前に支払いを確認しました。
toeic-500-budget,toeic,toeic-500,budget,予算,The manager reviewed the budget before the meeting.,マネージャーは会議の前に予算を確認しました。
toeic-500-report,toeic,toeic-500,report,報告書,The manager reviewed the report before the meeting.,マネージャーは会議の前に報告書を確認しました。
toeic-500-file,toeic,toeic-500,file,ファイル,The manager reviewed the file before the meeting.,マネージャーは会議の前にファイルを確認しました。
toeic-500-document,toeic,toeic-500,document,書類,The manager reviewed the document before the meeting.,マネージャーは会議の前に書類を確認しました。
toeic-500-copy,toeic,toeic-500,copy,写し,The manager reviewed the copy before the meeting.,マネージャーは会議の前に写しを確認しました。
toeic-500-print,toeic,toeic-500,print,印刷する,The team will print the details this week.,チームは今週、詳細を印刷する予定です。
toeic-500-submit,toeic,toeic-500,submit,提出する,The team will submit the details this week.,チームは今週、詳細を提出する予定です。
toeic-500-update,toeic,toeic-500,update,更新する,The team will update the details this week.,チームは今週、詳細を更新する予定です。
toeic-500-arrange,toeic,toeic-500,arrange,手配する,The team will arrange the details this week.,チームは今週、詳細を手配する予定です。
toeic-500-reserve,toeic,toeic-500,reserve,予約する,The team will reserve the details this week.,チームは今週、詳細を予約する予定です。
toeic-500-cancel,toeic,toeic-500,cancel,取り消す,The team will cancel the details this week.,チームは今週、詳細を取り消す予定です。
toeic-500-delay,toeic,toeic-500,delay,遅延,The manager reviewed the delay before the meeting.,マネージャーは会議の前に遅延を確認しました。
toeic-500-arrive,toeic,toeic-500,arrive,到着する,Employees need to arrive when the situation changes.,状況が変わったとき、従業員は到着する必要があります。
toeic-500-leave,toeic,toeic-500,leave,出発する,Employees need to leave when the situation changes.,状況が変わったとき、従業員は出発する必要があります。
toeic-500-rent,toeic,toeic-500,rent,借りる,The team will rent the details this week.,チームは今週、詳細を借りる予定です。
toeic-500-hire,toeic,toeic-500,hire,雇う,The team will hire the details this week.,チームは今週、詳細を雇う予定です。
toeic-500-train,toeic,toeic-500,train,研修する,The team will train the details this week.,チームは今週、詳細を研修する予定です。
toeic-500-staff,toeic,toeic-500,staff,職員,The manager reviewed the staff before the meeting.,マネージャーは会議の前に職員を確認しました。
toeic-500-branch,toeic,toeic-500,branch,支店,The manager reviewed the branch before the meeting.,マネージャーは会議の前に支店を確認しました。
toeic-500-manager,toeic,toeic-500,manager,管理者,The manager reviewed the manager before the meeting.,マネージャーは会議の前に管理者を確認しました。
toeic-500-employee,toeic,toeic-500,employee,従業員,The manager reviewed the employee before the meeting.,マネージャーは会議の前に従業員を確認しました。
toeic-500-office,toeic,toeic-500,office,事務所,The manager reviewed the office before the meeting.,マネージャーは会議の前に事務所を確認しました。
toeic-500-factory,toeic,toeic-500,factory,工場,The manager reviewed the factory before the meeting.,マネージャーは会議の前に工場を確認しました。
toeic-500-product,toeic,toeic-500,product,製品,The manager reviewed the product before the meeting.,マネージャーは会議の前に製品を確認しました。
toeic-500-service,toeic,toeic-500,service,サービス,The manager reviewed the service before the meeting.,マネージャーは会議の前にサービスを確認しました。
toeic-500-price,toeic,toeic-500,price,価格,The manager reviewed the price before the meeting.,マネージャーは会議の前に価格を確認しました。
